descripcion,decision
El mediocampista bloquea el disparo con la mano en el mediocampo,Gol anulado
El lateral realiza una entrada peligrosa dentro del área,Roja
El delantero salta con el codo levantado fuera del área,No penal
El lateral comete falta dentro del área durante un córner,Offside
El defensor toma la pelota con la mano tras revisión VAR,Roja
El arquero toca la pelota con la mano durante un córner,No penal
El delantero toma la pelota con la mano fuera del área,Penal
El mediocampista bloquea el disparo con la mano en el mediocampo,Offside
El arquero comete infracción desde atrás tras revisión VAR,No penal
El arquero realiza una entrada peligrosa dentro del área,Roja
El delantero comete infracción desde atrás durante un córner,Roja
El defensor empuja a un rival cerca del arco,Sin infracción
El lateral salta con el codo levantado en el mediocampo,Gol válido
El lateral toca la pelota con la mano después de un rebote,Amarilla
El delantero comete falta dentro del área después de un rebote,Gol anulado
El defensor salta con el codo levantado fuera del área,No penal
El mediocampista toma la pelota con la mano en el mediocampo,Penal
El arquero comete infracción desde atrás tras revisión VAR,Sin infracción
El defensor despeja con fuerza dentro del área,Offside
El delantero comete falta dentro del área tras revisión VAR,Gol válido
El mediocampista bloquea el disparo con la mano después de un rebote,Offside
El lateral anota un gol al borde del área,Penal
El arquero anota un gol dentro del área,Offside
El mediocampista pisa al rival dentro del área,Sin infracción
El lateral toca la pelota con la mano tras revisión VAR,Tiro libre
El defensor salta con el codo levantado dentro del área,Roja
El arquero bloquea el disparo con la mano tras revisión VAR,No penal
El arquero comete infracción desde atrás después de un rebote,Penal
El defensor comete falta sin balón al borde del área,Roja
El lateral comete falta sin balón durante un córner,Roja
El lateral toca la pelota con la mano en el mediocampo,Penal
El delantero toca la pelota con la mano durante un córner,Offside
El lateral anota un gol fuera del área,Tiro libre
El mediocampista realiza una entrada peligrosa cerca del arco,Roja
El defensor salta con el codo levantado tras revisión VAR,Amarilla
El mediocampista pisa al rival al borde del área,Gol anulado
El delantero salta con el codo levantado fuera del área,Offside
El defensor comete falta dentro del área al borde del área,Gol válido
El defensor pisa al rival fuera del área,Roja
El lateral toca la pelota con la mano cerca del arco,Amarilla
El mediocampista despeja con fuerza durante un córner,Penal
El delantero comete falta sin balón cerca del arco,Gol anulado
El mediocampista bloquea el disparo con la mano dentro del área,Sin infracción
El arquero despeja con fuerza fuera del área,Gol válido
El defensor realiza una entrada peligrosa fuera del área,Roja
El defensor anota un gol fuera del área,No penal
El delantero despeja con fuerza tras revisión VAR,Amarilla
El mediocampista toma la pelota con la mano durante un córner,Gol válido
El defensor empuja a un rival después de un rebote,Amarilla
El delantero bloquea el disparo con la mano dentro del área,Sin infracción
El arquero pisa al rival tras revisión VAR,No penal
El delantero salta con el codo levantado al borde del área,Roja
El arquero pisa al rival después de un rebote,No penal
El defensor pisa al rival fuera del área,Sin infracción
El defensor comete infracción desde atrás en el mediocampo,No penal
El mediocampista comete falta dentro del área después de un rebote,Gol anulado
El defensor comete infracción desde atrás durante un córner,Offside
El defensor realiza una entrada peligrosa tras revisión VAR,Roja
El defensor realiza una entrada peligrosa al borde del área,Roja
El mediocampista comete falta dentro del área durante un córner,Offside
El arquero anota un gol dentro del área,Offside
El defensor despeja con fuerza en el mediocampo,Offside
El mediocampista bloquea el disparo con la mano después de un rebote,Tiro libre
El mediocampista anota un gol fuera del área,Offside
El mediocampista bloquea el disparo con la mano tras revisión VAR,Sin infracción
El lateral comete infracción desde atrás al borde del área,Roja
El arquero comete falta dentro del área al borde del área,Gol válido
El arquero realiza una entrada peligrosa fuera del área,Roja
El mediocampista comete infracción desde atrás tras revisión VAR,Amarilla
El arquero toma la pelota con la mano en el mediocampo,Sin infracción
El lateral toca la pelota con la mano al borde del área,Penal
El arquero pisa al rival durante un córner,Amarilla
El arquero empuja a un rival al borde del área,Penal
El lateral toca la pelota con la mano durante un córner,No penal
El lateral comete infracción desde atrás después de un rebote,Offside
El arquero anota un gol después de un rebote,No penal
El lateral toca la pelota con la mano tras revisión VAR,Tiro libre
El defensor toca la pelota con la mano durante un córner,Gol anulado
El arquero empuja a un rival después de un rebote,No penal
El defensor toma la pelota con la mano en el mediocampo,Roja
El defensor comete infracción desde atrás después de un rebote,Amarilla
El mediocampista comete falta dentro del área cerca del arco,Offside
El lateral realiza una entrada peligrosa dentro del área,Roja
El delantero empuja a un rival durante un córner,Roja
El delantero anota un gol al borde del área,Sin infracción
El defensor comete falta sin balón durante un córner,Gol válido
El delantero realiza una entrada peligrosa tras revisión VAR,Roja
El delantero comete falta dentro del área después de un rebote,Amarilla
El defensor toca la pelota con la mano en el mediocampo,Sin infracción
El defensor comete falta sin balón después de un rebote,Amarilla
El lateral toca la pelota con la mano fuera del área,Gol anulado
El defensor despeja con fuerza al borde del área,No penal
El lateral toma la pelota con la mano cerca del arco,Tiro libre
El mediocampista empuja a un rival dentro del área,Penal
El delantero comete falta dentro del área después de un rebote,Sin infracción
El lateral comete infracción desde atrás tras revisión VAR,Penal
El arquero pisa al rival después de un rebote,Gol válido
El delantero toca la pelota con la mano en el mediocampo,Gol válido
El arquero comete falta dentro del área durante un córner,Gol anulado
El defensor pisa al rival fuera del área,No penal
El defensor pisa al rival al borde del área,Amarilla
El lateral salta con el codo levantado fuera del área,Gol anulado
El arquero bloquea el disparo con la mano cerca del arco,No penal
El delantero despeja con fuerza fuera del área,Gol válido
El defensor pisa al rival cerca del arco,Offside
El arquero empuja a un rival dentro del área,Penal
El delantero despeja con fuerza fuera del área,Tiro libre
El defensor anota un gol fuera del área,Gol válido
El defensor empuja a un rival cerca del arco,Sin infracción
El arquero anota un gol al borde del área,Amarilla
El delantero bloquea el disparo con la mano fuera del área,Roja
El lateral pisa al rival después de un rebote,Sin infracción
El lateral realiza una entrada peligrosa después de un rebote,Roja
El delantero comete infracción desde atrás dentro del área,Sin infracción
El mediocampista toma la pelota con la mano después de un rebote,Sin infracción
El arquero salta con el codo levantado al borde del área,Offside
El delantero anota un gol durante un córner,Tiro libre
El mediocampista realiza una entrada peligrosa tras revisión VAR,Roja
El mediocampista salta con el codo levantado dentro del área,Gol válido
El delantero bloquea el disparo con la mano cerca del arco,Amarilla
El mediocampista empuja a un rival tras revisión VAR,Sin infracción
El lateral comete falta dentro del área tras revisión VAR,Gol anulado
El delantero toca la pelota con la mano dentro del área,Penal
El lateral comete falta sin balón en el mediocampo,Penal
El delantero comete infracción desde atrás dentro del área,Amarilla
El arquero empuja a un rival cerca del arco,Tiro libre
El arquero toca la pelota con la mano al borde del área,Tiro libre
El mediocampista empuja a un rival dentro del área,Penal
El delantero realiza una entrada peligrosa en el mediocampo,Roja
El defensor toca la pelota con la mano tras revisión VAR,Amarilla
El arquero empuja a un rival en el mediocampo,Tiro libre
El mediocampista anota un gol fuera del área,Amarilla
El arquero toca la pelota con la mano al borde del área,Gol válido
El lateral comete falta dentro del área al borde del área,Gol anulado
El mediocampista toca la pelota con la mano durante un córner,Roja
El lateral toca la pelota con la mano cerca del arco,Roja
El mediocampista comete falta dentro del área después de un rebote,Tiro libre
El delantero salta con el codo levantado en el mediocampo,Amarilla
El mediocampista toma la pelota con la mano cerca del arco,Amarilla
El lateral pisa al rival al borde del área,Penal
El mediocampista comete infracción desde atrás en el mediocampo,Offside
El lateral anota un gol cerca del arco,Sin infracción
El lateral comete falta dentro del área tras revisión VAR,Tiro libre
El defensor bloquea el disparo con la mano después de un rebote,No penal
El lateral pisa al rival en el mediocampo,No penal
El delantero comete falta dentro del área tras revisión VAR,Offside
